task_uid,compute_multiplier,memory_multiplier,semantic_class,warning,requested_model,resolved_model,latency_ms,prompt_tokens,completion_tokens,total_tokens,attempts,response_sha256
pool03-task040,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1006.7716669291258,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task041,2.5,2.0,image_generation,High step count increases compute demand.,deepseek-chat,deepseek-v4-flash,1613.076000008732,174,49,223,1,2be22670c2beb0bbcb0e2eb8bb94cd3cb68af995d4686c55cc15ca5e86af8f42
pool03-task042,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1062.6499169738963,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task043,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1537.304166937247,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task044,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1171.1090420139953,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task045,2.5,2.0,image_editing,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1490.205749985762,173,53,226,1,f0d4ccca43fa297c011d549ef1adbabdb69611d3833ff05a554028bce9edcfc4
pool03-task046,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1359.8882909864187,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task047,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1096.8384169973433,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task048,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1084.819542011246,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool03-task049,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1037.8966249991208,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task050,2.5,2.0,TXT_2_IMG,High compute demand due to 30 steps and long prompt.,deepseek-chat,deepseek-v4-flash,882.2296250145882,174,57,231,1,bcfc092201e27b2d1e1ed5f24fa84a0a2cace92f654fb2caa21c000719d3a4f5
pool03-task051,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1076.9997499883175,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool03-task052,3.5,2.5,TXT_2_IMG,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,949.4491670047864,174,55,229,1,19a933a934e3ecf82599a73211105e0ed54442968f35115ff2f27ef34cca2e1a
pool03-task053,1.5,1.5,image_editing,Low prompt length may affect quality.,deepseek-chat,deepseek-v4-flash,1030.7872080011293,173,50,223,1,acc8a86fb561ad42b8ae521dc601f87a4ab6e8a3438551bf2523834cf73a314f
pool03-task054,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1170.7641660468653,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool03-task055,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,921.1644579190761,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task056,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,890.0677500059828,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task057,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,1174.6306249406189,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979
pool03-task058,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1155.4460410261527,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task059,1.5,1.5,image_editing,Short prompt may reduce quality.,deepseek-chat,deepseek-v4-flash,885.3291249834001,173,49,222,1,5b9964fbcbd7b405d7c2ee9371372cbcd480ce8683e576c541bc87f86b0bcfbb
pool03-task060,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1039.8815419757739,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool03-task061,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1080.6808329652995,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task062,2.5,2.0,image_generation,High resource demand due to 8 images and 30 steps.,deepseek-chat,deepseek-v4-flash,939.7255830699578,174,55,229,1,3d853b362f8599f332c774883c08cf258c375dba35ac0a778ff28bdf4b225357
pool03-task063,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1074.8619169462472,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool03-task064,1.5,1.5,image_editing,Short prompt may reduce quality.,deepseek-chat,deepseek-v4-flash,1245.136166922748,173,49,222,1,5b9964fbcbd7b405d7c2ee9371372cbcd480ce8683e576c541bc87f86b0bcfbb
pool03-task065,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,886.8727498920634,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task066,1.5,1.2,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1000.1054999884218,174,48,222,1,9a792016e1746d976be521c0840021b2659b44e3aff7bc0bfb0e162c868bca95
pool03-task067,2.5,2.0,image_generation,High resource demand due to 8 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1022.0557920401916,174,55,229,1,3d853b362f8599f332c774883c08cf258c375dba35ac0a778ff28bdf4b225357
pool03-task068,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,986.7761250352487,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool03-task069,2.5,2.0,image_editing,LoRA increases resource demand.,deepseek-chat,deepseek-v4-flash,1005.8649580460042,173,49,222,1,5ca9db9469f028e6e2c8effd1d78f63c4fdabec6f411f4e94faa0a6d86a811e8
pool03-task070,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1036.6826669778675,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task071,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1000.4185000434518,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool03-task072,2.0,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1040.23179190699,173,57,230,1,4944074fe3c01168f838207abd8848351ae074e988fddcfd1fa935877e318392
pool03-task073,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1040.4732499737293,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98
pool03-task074,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,888.4118340210989,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool03-task075,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,850.2949170069769,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task076,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,982.0740841096267,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task077,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,979.6714170370251,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool03-task078,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,928.0859580030665,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task079,2.5,2.0,image_editing,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1010.1783329155296,173,56,229,1,51caea6376d9b8e353dc6a5feadee594d8175236b06b1f7fd8247cf22310071b
pool03-task080,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1115.4019579989836,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task081,2.0,2.0,image_generation,High compute and memory demand for 30-step text-to-image generation.,deepseek-chat,deepseek-v4-flash,1040.7618749886751,174,56,230,1,6e7685a5832ab18c8578bf999f28b0be1825ad96601310d74fd77d560cdde891
pool03-task082,2.0,1.5,TXT_2_IMG,High prompt length and steps increase compute demand.,deepseek-chat,deepseek-v4-flash,1167.3524999059737,174,54,228,1,3b94360afa209d3763ba548bc36daa392fe8ab2852f52d86262a384bc4148fb3
pool03-task083,2.0,1.5,image_generation,High compute demand due to 30 steps.,deepseek-chat,deepseek-v4-flash,927.0275420276448,174,51,225,1,3b5d78851c069c07e58d6df71050bb35c6b57e0d8b2baf44268ca77fd8d629b3
pool03-task084,1.0,1.0,TXT_2_IMG,No LoRA; baseline text-to-image.,deepseek-chat,deepseek-v4-flash,1130.5138330208138,174,54,228,1,350867092611acda4d6acb5c82eeab6966ba81e439fa6a0e7d26faa0aef50c97
pool03-task085,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,804.7754999715835,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task086,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,914.3159580416977,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task087,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1085.16683394555,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task088,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,895.8302090177312,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task089,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1042.1452498994768,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool03-task090,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1065.825790981762,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task091,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1257.1903340285644,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool03-task092,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,925.4105410072953,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task093,2.0,1.5,TXT_2_IMG,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,892.4129590159282,174,51,225,1,55fbbada13e964fb050c9d55189056fed3a2fa963b0485fa7d10af3951d3ec9c
pool03-task094,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1124.3433749768883,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool03-task095,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,1017.4739169888198,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979
pool03-task096,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,935.8170829946175,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool03-task097,2.5,2.0,TXT_2_IMG,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1152.0979169290513,174,55,229,1,310909b4ca692a00fde0f38eacf0cee134f47c1026f23e6293b469d9104f5760
pool03-task098,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,941.1382499383762,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool03-task099,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,871.4640829712152,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task000,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1203.005458926782,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task001,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1023.8333750749007,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task002,2.0,1.5,image_editing,IMG_2_IMG with 30 steps; moderate compute demand.,deepseek-chat,deepseek-v4-flash,1158.6912089260295,173,57,230,1,9e6e050ef3ef1bf143fd9a04fa231fed6a04d1f2f1e1aaca6384b94f7e523e0a
pool04-task003,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1040.4511250089854,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task004,1.5,1.2,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,913.5141250444576,174,48,222,1,9a792016e1746d976be521c0840021b2659b44e3aff7bc0bfb0e162c868bca95
pool04-task005,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1340.5547919683158,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task006,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,863.1397499702871,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task007,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,965.3101250296459,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98
pool04-task008,1.5,1.2,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1067.0792500022799,174,48,222,1,9a792016e1746d976be521c0840021b2659b44e3aff7bc0bfb0e162c868bca95
pool04-task009,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1024.5659169740975,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task010,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1017.0869160210714,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task011,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,963.8645830564201,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool04-task012,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1232.487833010964,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task013,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1185.3879999835044,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task014,1.5,1.2,image_generation,"Single LoRA, moderate steps.",deepseek-chat,deepseek-v4-flash,996.1492500733584,174,49,223,1,11477db4d0e9c30cab938bb2294b8c3c8cdde2d1b41caa06bea9694d5e29180c
pool04-task015,2.0,2.5,image_editing,Inpainting with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1134.6068340353668,172,55,227,1,eae38411cddb28a808ab12e541fce628a77ccf7ad070a4553eeeed2477eab4c6
pool04-task016,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,861.0286670736969,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task017,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1128.584999940358,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task018,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1084.8662499338388,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task019,2.5,2.0,TXT_2_IMG,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1247.5090000079945,174,55,229,1,310909b4ca692a00fde0f38eacf0cee134f47c1026f23e6293b469d9104f5760
pool04-task020,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1271.564833004959,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98
pool04-task021,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1159.857791964896,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98
pool04-task022,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1032.0782919880003,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task023,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1010.7971250545233,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task024,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,904.4588750693947,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task025,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,981.3510840758681,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task026,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1014.8894999874756,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task027,2.0,1.5,TXT_2_IMG,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,819.7442089440301,174,51,225,1,55fbbada13e964fb050c9d55189056fed3a2fa963b0485fa7d10af3951d3ec9c
pool04-task028,2.5,2.0,image_generation,Moderate resource demand due to 30 steps and LoRA.,deepseek-chat,deepseek-v4-flash,978.2351671019569,174,55,229,1,b051dc4ef9f73cfb64aed70c009397586d2e06d795b55ddaf73f446db9720ce9
pool04-task029,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1012.5014580553398,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool04-task030,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1028.3415840240195,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool04-task031,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1300.312666920945,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task032,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1148.625124944374,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task033,2.0,1.5,image_editing,IMG_2_IMG with 30 steps; moderate compute demand.,deepseek-chat,deepseek-v4-flash,1219.8106250725687,173,57,230,1,9e6e050ef3ef1bf143fd9a04fa231fed6a04d1f2f1e1aaca6384b94f7e523e0a
pool04-task034,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1111.2932079704478,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task035,2.0,1.5,image_editing,IMG_2_IMG with 30 steps; moderate compute demand.,deepseek-chat,deepseek-v4-flash,1084.8130830563605,173,57,230,1,9e6e050ef3ef1bf143fd9a04fa231fed6a04d1f2f1e1aaca6384b94f7e523e0a
pool04-task036,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,867.028042091988,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task037,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,924.6496669948101,173,52,225,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task038,2.5,2.0,image_editing,High compute demand due to img2img with 30 steps.,deepseek-chat,deepseek-v4-flash,1066.2533750291914,173,56,229,1,e3a2cc45e2a10da7428fde4a95a1569396b1f48e773a4098fc7791ceb8119049
pool04-task039,2.5,2.0,TXT_2_IMG,High prompt length and steps increase compute demand.,deepseek-chat,deepseek-v4-flash,1014.1473329858854,174,54,228,1,f7178ec63aec4174674702f39290ab1f88dbcd4889b378b585dc7743aaea0608
pool04-task040,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,910.3506249375641,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task041,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1200.1781249418855,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task042,2.0,1.5,TXT_2_IMG,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1025.968541041948,174,51,225,1,55fbbada13e964fb050c9d55189056fed3a2fa963b0485fa7d10af3951d3ec9c
pool04-task043,2.0,2.5,image_generation,High resource demand due to 30 steps and moderate prompt length.,deepseek-chat,deepseek-v4-flash,966.0684169502929,174,55,229,1,f42c5b8672950336a91ea80168076c6a4d0d26b23afb1e5727882074d29921b7
pool04-task044,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1196.7659579822794,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task045,3.2,2.5,image_generation,High step count and image count increase resource demand.,deepseek-chat,deepseek-v4-flash,1143.853500019759,174,52,226,1,50b7a2f9d6964517ce005c7ce177871a4b7a13e98bef364c5f1a9d3678d89e13
pool04-task046,1.5,1.2,TXT_2_IMG,"Moderate steps, no LoRA.",deepseek-chat,deepseek-v4-flash,1052.3114579264075,174,53,227,1,c08b76c86fdaf7c5dbd73c954eac63bf280c7c8a484d1e23a90b0fa2fa97eea0
pool04-task047,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1271.1019580019638,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task048,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1033.8190420297906,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task049,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,961.5193749777973,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool04-task050,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,977.488667005673,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task051,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1124.0720419446006,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task052,2.5,2.0,image_editing,High resolution or complex prompt may increase demand.,deepseek-chat,deepseek-v4-flash,1056.4569580601528,173,52,225,1,25345ff18ad60c368f2fb02905472e4b132e43485c1ecdbd40bb2807479aa772
pool04-task053,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,896.0301249753684,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task054,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1191.931959008798,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task055,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,858.7309579597786,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task056,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,898.3908749651164,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task057,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,834.1680000303313,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task058,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1280.4025830700994,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task059,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1107.7663750620559,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
